cDNA	gene
723	8318
724	8319
725	8320
726	8321
727	8322
728	8323
729	8324
730	8325
731	8326
732	8327
733	8328
734	8329
735	8330
736	8331
737	8332
738	8333
739	8334
740	8335
741	8336
742	8337
743	8338
744	8339
745	8340
746	8341
747	8342
748	8343
749	8344
750	8345
751	8346
752	8347
753	8348
754	8349
755	8350
756	8351
757	8352
758	8353
759	8354
760	8355
761	8356
762	8357
763	8358
764	8359
765	8360
766	8361
767	8362
768	8363
769	8364
770	8365
771	8366
772	8367
773	8368
774	8369
775	8370
776	8371
777	8372
778	8373
779	8374
780	8375
781	8376
782	8377
783	8378
784	8379
785	8380
786	8381
787	8382
788	8383
789	8384
790	8385
791	8386
792	8387
793	8388
794	8389
795	8390
796	8391
797	8392
798	8393
799	8394
800	8395
801	8396
802	8397
803	8398
804	8399
805	8400
806	8863
807	8864
808	8865
809	8866
810	8867
811	8868
812	8869
813	8870
814	8871
815	8872
816	8873
817	8874
818	8875
819	8876
820	8877
821	8878
822	8879
823	8880
824	8881
825	8882
826	8883
827	8884
828	8885
829	8886
830	8887
831	8888
832	8889
833	8890
834	8891
835	8892
836	8893
837	8894
838	8895
839	8896
840	8897
841	8898
842	8899
843	8900
844	8901
845	8902
846	8903
847	8904
848	8905
849	8906
850	8907
851	8908
852	8909
853	8910
854	8911
855	8912
856	8913
857	8914
858	8915
859	9016
860	9017
861	9018
862	9019
863	9020
864	9021
865	9022
866	9023
867	9024
868	9025
869	9026
870	9027
871	9028
872	9029
873	9030
874	9031
875	9032
876	9033
877	9034
878	9035
879	9036
880	9037
881	9038
882	9039
883	9040
884	9041
885	9042
886	9043
887	9044
888	9045
889	9046
890	9047
891	9048
892	9049
893	9050
894	9051
895	9052
896	9053
897	9054
898	9055
899	9056
900	9057
901	9058
902	9059
903	9060
904	9061
905	9062
906	9063
907	9064
908	9065
909	9066
910	9067
911	9068
912	9069
913	9070
914	9071
915	9072
916	9073
917	9074
918	9075
919	9076
920	9077
921	9078
922	9079
923	9080
924	9081
925	9082
926	9083
927	9084
928	9085
929	9086
930	9087
931	9088
932	9089
933	9090
934	9091
935	9092
936	9093
937	9094
938	9095
939	9096
940	9097
941	9098
942	9099
943	9100
944	9101
945	9102
946	9103
947	9104
948	9105
949	9106
950	9107
951	9108
952	9109
953	9110
954	9111
955	9112
956	9113
957	9114
958	9115
959	9116
960	9117
961	9118
962	9119
963	9120
964	9121
965	9122
966	9123
967	9124
968	9125
969	9126
970	9127
971	9128
972	9129
973	9130
974	9131
975	9132
976	9133
977	9134
978	9135
979	9136
980	9137
981	9138
982	9139
983	9140
984	9141
985	9142
986	9143
987	9144
988	9145
989	9146
990	9147
991	9148
992	9149
993	9150
994	9151
995	9152
996	9153
997	9154
998	9155
999	9156
1000	9157
1001	9158
1002	9159
1003	9160
1004	9161
1005	9162
1006	9163
1007	9164
1008	9165
1009	9166
1010	9167
1011	9168
1012	9169
1013	9170
1014	9171
1015	9172
1016	9173
1017	9174
1018	9175
1019	9176
1020	9177
1021	9178
1022	9179
1023	9180
1024	9181
1025	9182
1026	9183
1027	9184
1028	9185
1029	9186
1030	9187
1031	9188
1032	9189
1033	9190
1034	9191
1035	9192
1036	9193
1037	9194
1038	9195
1039	9196
1040	9197
1041	9198
1042	9199
1043	9200
1044	9201
1045	9202
1046	9203
1047	9204
1048	9205
1049	9206
1050	9207
1051	9208
1052	9209
1053	9210
1054	9211
1055	9212
1056	9213
1057	9214
1058	9215
1059	9216
1060	9217
1061	9218
1062	9219
1063	9220
1064	9221
1065	9222
1066	9223
1067	9224
1068	9225
1069	9226
1070	9227
1071	9228
1072	9229
1073	9230
1074	9231
1075	9232
1076	9233
1077	9234
1078	9235
1079	9236
1080	9237
1081	9238
1082	9239
1083	9240
1084	9241
1085	9242
1086	9243
1087	9244
1088	9245
1089	9246
1090	9247
1091	9248
1092	9249
1093	9250
1094	9251
1095	9252
1096	9253
1097	9254
1098	9255
1099	9256
1100	9257
1101	9258
1102	9259
1103	9260
1104	9261
1105	9262
1106	9263
1107	9264
1108	9265
1109	9266
1110	9267
1111	9268
1112	9269
1113	9270
1114	9271
1115	9272
1116	9273
1117	9274
1118	9275
1119	9276
1120	9277
1121	9278
1122	9279
1123	9280
1124	9281
1125	9282
1126	9283
1127	9284
1128	9285
