cDNA	gene
723	5748
724	5749
725	5750
726	5751
727	5752
728	5753
729	5754
730	5755
731	5756
732	5757
733	5758
734	5759
735	5760
736	5761
737	5762
738	5763
739	5764
740	5765
741	5766
742	5767
743	5768
744	5769
745	5770
746	5771
747	5772
748	5773
749	5774
750	5775
751	5776
752	5777
753	5778
754	5779
755	5780
756	5781
757	5782
758	5783
759	5784
760	5785
761	5786
762	5787
763	5788
764	5789
765	5790
766	5791
767	5792
768	5793
769	5794
770	5795
771	5796
772	5797
773	5798
774	5799
775	5800
776	5801
777	5802
778	5803
779	5804
780	5805
781	5806
782	5807
783	5808
784	5809
785	5810
786	5811
787	5812
788	5813
789	5814
790	5815
791	5816
792	5817
793	5818
794	5819
795	5820
796	5821
797	5822
798	5823
799	5824
800	5825
801	5826
802	5827
803	5828
804	5829
805	5830
806	5831
807	5832
808	5833
809	5834
810	5835
811	5836
812	5837
813	5838
814	5839
815	5840
816	5841
817	5842
818	5843
819	5844
820	5845
821	5846
822	5847
823	5848
824	5849
825	5850
826	5851
827	5852
828	5853
829	5854
830	5855
831	5856
832	5857
833	5858
834	5859
835	5860
836	5861
837	5862
838	5863
839	5864
840	5865
841	5866
842	5867
843	5868
844	5869
845	5870
846	5871
847	5872
848	5873
849	5874
850	5875
851	5876
852	5877
853	5878
854	5879
855	5880
856	5881
857	5882
858	5883
859	5884
860	5885
861	5886
862	5887
863	5888
864	5889
865	5890
866	5891
867	5892
868	5893
869	5894
870	5895
871	5896
872	5897
873	5898
874	5899
875	5900
876	5901
877	5902
878	5903
879	5904
880	5905
881	5906
882	5907
883	5908
884	5909
885	5910
886	5911
887	5912
888	5913
889	5914
890	5915
891	5916
892	5917
893	5918
894	5919
895	5920
896	5921
897	5922
898	5923
899	5924
900	5925
901	5926
902	5927
903	5928
904	5929
905	5930
906	5931
907	5932
908	5933
909	5934
910	5935
911	5936
912	5937
913	5938
914	5939
915	5940
916	5941
917	5942
918	5943
919	5944
920	5945
921	5946
922	5947
923	5948
924	5949
925	5950
926	5951
927	5952
928	5953
929	5954
930	5955
931	5956
932	5957
933	5958
934	5959
935	5960
936	5961
937	5962
938	5963
939	5964
940	5965
941	5966
942	5967
943	5968
944	5969
945	5970
946	9136
947	9137
948	9138
949	9139
950	9140
951	9141
952	9142
953	9143
954	9144
955	9145
956	9146
957	9147
958	9148
959	9149
960	9150
961	9151
962	9152
963	9153
964	9154
965	9155
966	9156
967	9157
968	9158
969	9159
970	9160
971	9161
972	9162
973	9163
974	9164
975	9165
976	9166
977	9167
978	9168
979	9169
980	9170
981	9171
982	9172
983	9173
984	9174
985	9175
986	9176
987	9177
988	9178
989	9179
990	9180
991	9181
992	9182
993	9183
994	9184
995	9185
996	9186
997	11722
998	11723
999	11724
1000	11725
1001	11726
1002	11727
1003	11728
1004	11729
1005	11730
1006	11731
1007	11732
1008	11733
1009	11734
1010	11735
1011	11736
1012	11737
1013	11738
1014	11739
1015	11740
1016	11741
1017	11742
1018	11743
1019	11744
1020	11745
1021	11746
1022	11747
1023	11748
1024	11749
1025	11750
1026	11751
1027	11752
1028	11753
1029	11754
1030	11755
1031	11756
1032	11757
1033	11758
1034	11759
1035	11760
1036	11761
1037	11762
1038	11763
1039	11764
1040	11765
1041	11766
1042	11767
1043	11768
1044	11769
1045	11770
1046	11771
1047	11772
1048	11773
1049	11774
1050	11775
1051	11776
1052	11777
1053	11778
1054	11779
1055	11780
1056	11781
1057	11782
1058	11783
1059	11784
1060	11785
1061	11786
1062	11787
1063	11788
1064	11789
1065	11790
1066	11791
1067	11792
1068	11793
1069	11794
1070	11795
1071	11796
1072	11797
1073	11798
1074	11799
1075	11800
1076	11801
1077	11802
1078	11803
1079	11804
1080	11805
1081	11806
1082	11807
1083	11808
1084	11809
1085	11810
1086	11811
1087	11812
1088	11813
1089	11814
1090	11815
1091	11816
1092	11817
1093	11818
1094	11819
1095	11820
1096	11821
1097	11822
1098	11823
1099	11824
1100	11825
1101	11826
1102	12289
1103	12290
1104	12291
1105	12292
1106	12293
1107	12294
1108	12295
1109	12296
1110	12297
1111	12298
1112	12299
1113	12300
1114	12301
1115	12302
1116	12303
1117	12304
1118	12305
1119	12306
1120	12307
1121	12308
1122	12309
1123	12310
1124	12311
1125	12312
1126	12313
1127	12314
1128	12315
1129	12316
1130	12317
1131	12318
1132	12319
1133	12320
1134	12321
1135	12322
1136	12323
1137	12324
1138	12325
1139	12326
1140	12327
1141	12328
1142	12329
1143	12330
1144	12331
1145	12332
1146	12333
1147	12334
1148	12335
1149	12336
1150	12337
1151	12338
1152	12339
1153	12340
1154	12341
1155	12440
1156	12441
1157	12442
1158	12443
1159	12444
1160	12445
1161	12446
1162	12447
1163	12448
1164	12449
1165	12450
1166	12451
1167	12452
1168	12453
1169	12454
1170	12455
1171	12456
1172	12457
1173	12458
1174	12459
1175	12460
1176	12461
1177	12462
1178	12463
1179	12464
1180	12465
1181	12466
1182	12467
1183	12468
1184	12469
1185	12470
1186	12471
1187	12472
1188	12473
1189	12474
1190	12475
1191	12476
1192	12477
1193	12478
1194	12479
1195	12480
1196	12481
1197	12482
1198	12483
1199	12484
1200	12485
1201	12486
1202	12487
1203	12488
1204	12489
1205	12490
1206	12491
1207	12492
1208	12493
1209	12494
1210	12495
1211	12496
1212	12497
1213	12498
1214	12499
1215	12500
1216	12501
1217	12502
1218	12503
1219	12504
1220	12505
1221	12506
1222	12507
1223	12508
1224	12509
1225	12510
1226	12511
1227	12512
1228	12513
1229	12514
1230	12515
1231	12516
1232	12517
1233	12518
1234	12519
1235	12520
1236	12521
1237	12522
1238	12523
1239	12524
1240	12525
1241	12526
1242	12527
1243	12528
1244	12529
1245	12530
1246	12531
1247	12532
1248	12533
1249	12534
1250	12535
1251	12536
1252	12537
1253	12538
1254	12539
1255	12540
1256	12541
1257	12542
1258	12543
1259	12544
1260	12545
1261	12546
1262	12547
1263	12548
1264	12549
1265	12550
1266	12551
1267	12552
1268	12553
1269	12554
1270	12555
1271	12556
1272	12557
1273	12558
1274	12559
1275	12560
1276	12561
1277	12562
1278	12563
1279	12564
1280	12565
1281	12566
1282	12567
1283	12568
1284	12569
1285	12570
1286	12571
1287	12572
1288	12573
1289	12574
1290	12575
1291	12576
1292	12577
1293	12578
1294	12579
1295	12580
1296	12581
1297	12582
1298	12583
1299	12584
1300	12585
1301	12586
1302	12587
1303	12588
1304	12589
1305	12590
1306	12591
1307	12592
1308	12593
1309	12594
1310	12595
1311	12596
1312	12597
1313	12598
1314	12599
1315	12600
1316	12601
1317	12602
1318	12603
1319	12604
1320	12605
1321	12606
1322	12607
1323	12608
1324	12609
1325	12610
1326	12611
1327	12612
1328	12613
1329	12614
1330	12615
1331	12616
