cDNA	gene
257	19671
258	19672
259	19673
260	19674
261	19675
262	19676
263	19677
264	19678
265	19679
266	19680
267	19681
268	19682
269	19683
270	19684
271	19685
272	19686
273	19687
274	19688
275	19689
276	19690
277	19691
278	19692
279	19693
280	19694
281	19695
282	19696
283	19697
284	19698
285	19699
286	19700
287	19701
288	19702
289	19703
290	19704
291	19705
292	19706
293	19707
294	19708
295	19709
296	19710
297	19711
298	19712
299	19713
300	19714
301	19715
302	19716
303	19717
304	19718
305	19719
306	19720
307	19721
308	19722
309	19723
310	19724
311	19725
312	19726
313	19727
314	19728
315	19729
316	19730
317	19731
318	19732
319	19733
320	19734
321	19735
322	19736
323	19737
324	19738
325	19739
326	19740
327	19741
328	19742
329	19743
330	19744
331	19745
332	19746
333	19747
334	19748
335	19749
336	19750
337	19751
338	19752
339	19753
340	19754
341	19755
342	19756
343	19757
344	19758
345	19759
346	19760
347	19761
348	19762
349	19763
350	19764
351	19765
352	19766
353	19767
354	19768
355	19769
356	21258
357	21259
358	21260
359	21261
360	21262
361	21263
362	21264
363	21265
364	21266
365	21267
366	21268
367	21269
368	21270
369	21271
370	21272
371	21273
372	21274
373	21275
374	21276
375	21277
376	21278
377	21279
378	21280
379	21281
380	21282
381	21283
382	21284
383	21285
384	21286
385	21287
386	21288
387	21289
388	21290
389	21291
390	21292
391	21293
392	21294
393	21295
394	21296
395	21297
396	21298
397	21299
398	21300
399	21301
400	21302
401	21303
402	21304
403	21305
404	21306
405	21307
406	21308
407	21309
408	21310
409	21311
410	21312
411	21313
412	21314
413	21315
414	21316
415	21317
416	21318
417	21319
418	21320
419	21321
420	21322
421	21323
422	21324
423	21325
424	21326
425	21327
426	21328
427	21329
428	21330
429	21331
430	21332
431	21333
432	21334
433	21335
434	21336
435	21337
436	21338
437	21339
438	21340
439	21341
440	21342
441	21343
442	21344
443	21345
444	21346
445	21347
446	21348
447	21349
448	21350
449	21351
450	21352
451	21353
452	21354
453	21355
454	21356
455	21357
456	21358
457	21359
458	21360
459	21361
460	21362
461	21363
462	21364
463	21365
464	21366
465	21367
466	21368
467	21369
468	21370
469	21371
470	21372
471	21373
472	21374
473	21375
474	21376
475	21377
476	21378
477	21379
478	21380
479	21381
480	21382
481	21383
482	21384
483	21385
484	21386
485	21387
486	21388
487	21389
488	21390
489	21391
490	21392
491	21393
492	21394
493	21395
494	21396
495	21397
496	21398
497	21399
498	21400
499	21401
500	21402
501	21403
502	21404
503	21405
504	21406
505	21407
506	21408
507	21409
508	21410
509	21411
510	21412
511	21413
512	21414
513	21415
514	21416
515	21417
516	21418
517	21419
518	21420
519	21421
520	21422
521	21423
522	21424
523	21425
524	21426
525	21427
526	21428
527	21429
528	21430
529	21431
530	21432
531	21433
532	21434
533	21435
534	21436
535	21437
536	21438
537	21439
538	21440
539	21441
540	21442
541	21443
542	21444
543	21445
544	21446
545	21447
546	21448
547	21449
548	21450
549	21451
550	21452
551	21453
552	21454
553	21455
554	21456
555	21457
556	21458
557	21459
558	21460
559	21461
560	21462
561	21463
562	21464
563	21465
564	21466
565	21467
566	21468
567	21469
568	21470
569	21471
570	21472
571	21473
572	21474
573	21475
574	21476
575	21477
576	21478
577	21479
578	21480
579	21481
580	21482
581	21483
582	21484
583	21485
584	21486
585	21487
586	21488
587	21489
588	21490
589	21491
590	21492
591	21493
592	21494
593	21495
594	21496
595	21497
596	21498
597	21499
598	21500
599	21501
600	21502
601	21503
602	21504
603	21505
604	21506
605	21507
606	21508
607	21509
608	21510
609	21511
610	21512
611	21513
612	21514
613	21515
614	21516
615	21517
616	21518
617	21519
618	21520
619	21521
620	21522
621	21523
622	21524
623	21525
624	21526
625	21527
626	21528
627	21529
628	21530
629	21531
630	21532
631	21533
632	21534
633	21535
634	21536
635	21537
636	21538
637	21539
638	21540
639	21541
640	21542
641	21543
642	21544
643	21545
644	21546
645	21547
646	21548
647	21549
648	21550
649	21551
650	21552
651	21553
652	21554
653	21555
654	21556
655	21557
656	23138
657	23139
658	23140
659	23141
660	23142
661	23143
662	23144
663	23145
664	23146
665	23147
666	23148
667	23149
668	23150
669	23151
670	23152
671	23153
672	23154
673	23155
674	23156
675	23157
676	23158
677	23159
678	23160
679	23161
680	23162
681	23163
682	23164
683	23165
684	23166
685	23167
686	23168
687	23169
688	23170
689	23171
690	23172
691	23173
692	23174
693	23175
694	23176
695	23177
696	23178
697	23179
698	23180
699	23181
700	23182
701	23183
702	23184
703	23185
704	23186
705	23187
706	23188
707	23189
708	23190
709	23191
710	23192
711	23193
712	23194
713	23195
714	23196
715	23197
716	23198
717	23199
718	23200
719	23201
720	23202
721	23203
722	23204
723	23205
724	23206
725	23207
726	23208
727	23209
728	23210
729	23211
730	23212
731	23213
732	23214
733	23215
734	23216
735	23217
736	23218
737	23219
738	23220
739	23221
740	23222
741	23223
742	23224
743	23225
744	23226
745	23227
746	23228
747	23229
748	23230
749	23231
750	23232
751	23233
752	23234
753	23235
754	23236
755	23237
756	23238
757	23239
758	23240
759	23241
760	23242
761	23243
762	23244
763	23245
764	23246
765	23247
766	23248
767	23249
768	23250
769	23251
770	23252
771	23253
772	23254
773	23255
774	23256
775	23257
776	23258
777	23259
778	23260
779	23261
780	23262
781	23263
782	23264
783	23265
784	23266
785	23267
786	23268
787	23269
788	23270
789	23271
790	23272
791	23273
792	23274
793	23275
794	23276
795	23277
796	23278
797	23279
798	23280
799	23281
800	23282
801	23283
802	23284
803	23285
804	23286
805	23287
806	23288
807	23289
808	23290
809	23291
810	23292
811	23293
812	23294
813	23295
814	23296
815	23297
816	23298
817	23299
818	23300
819	23301
820	23302
821	23303
822	23304
823	23305
824	23306
825	23307
826	23308
827	23309
828	23310
829	23311
830	23312
831	23313
832	23314
833	23315
834	23316
835	23317
836	23318
837	23319
838	23320
839	23321
840	23322
841	23323
842	23324
843	23325
844	23326
845	23327
846	23328
847	23329
848	23330
849	23331
850	23332
851	23333
852	23334
853	23335
854	23336
855	23337
856	23338
857	23339
858	23340
859	23341
860	23342
861	23343
862	23344
863	23345
864	23346
865	23347
866	23348
867	23349
868	23350
869	23351
870	23352
871	23353
872	23354
873	23355
874	23356
875	23357
876	23358
877	23359
878	23360
879	23361
880	23362
881	23363
882	23364
883	23365
884	23366
885	23367
886	23368
887	23369
888	23370
889	23371
890	23372
891	23373
892	23374
893	23375
894	23376
895	23377
896	23378
897	23379
898	23380
899	23381
900	23382
901	23383
902	23384
903	23385
904	23386
905	23387
906	23388
907	23389
908	23390
909	23391
910	23392
911	23393
912	23394
913	23395
914	23396
915	23397
916	23398
917	23399
918	23400
919	23401
920	23402
921	23403
922	23404
923	23405
924	23406
925	23407
926	23408
927	23409
928	23410
929	23411
930	23412
931	23413
932	23414
933	23415
934	23416
935	23417
936	23418
937	23419
938	23420
939	23421
940	23422
941	23423
942	23424
943	23425
944	23426
945	23427
946	23428
947	23429
948	23430
949	23431
950	26602
951	26603
952	26604
953	26605
954	26606
955	26607
956	26608
957	26609
958	26610
959	26611
960	26612
961	26613
962	26614
963	26615
964	26616
965	26617
966	26618
967	26619
968	26620
969	26621
970	26622
971	26623
972	26624
973	26625
974	26626
975	26627
976	26628
977	26629
978	26630
979	26631
980	26632
981	26633
982	26634
983	26635
984	26636
985	26637
986	26638
987	26639
988	26640
989	26641
990	26642
991	26643
992	26644
993	26645
994	26646
995	26647
996	26648
997	26649
998	26650
999	26651
1000	26652
1001	30933
1002	30934
1003	30935
1004	30936
1005	30937
1006	30938
1007	30939
1008	30940
1009	30941
1010	30942
1011	30943
1012	30944
1013	30945
1014	30946
1015	30947
1016	30948
1017	30949
1018	30950
1019	30951
1020	30952
1021	30953
1022	30954
1023	30955
1024	30956
1025	30957
1026	30958
1027	30959
1028	30960
1029	30961
1030	30962
1031	30963
1032	30964
1033	30965
1034	30966
1035	30967
1036	30968
1037	30969
1038	30970
1039	30971
1040	30972
1041	30973
1042	30974
1043	30975
1044	30976
1045	30977
1046	30978
1047	30979
1048	30980
1049	30981
1050	30982
1051	30983
1052	30984
1053	30985
1054	30986
1055	30987
1056	30988
1057	30989
1058	30990
1059	30991
1060	30992
1061	30993
1062	30994
1063	30995
1064	30996
1065	30997
1066	30998
1067	30999
1068	31000
1069	31001
1070	31002
1071	31003
1072	31004
1073	31005
1074	31006
1075	31007
1076	31008
1077	31009
1078	31010
1079	31011
1080	31012
1081	31013
1082	31014
1083	31015
1084	31016
1085	31017
1086	31018
1087	31019
1088	31020
1089	31021
1090	31022
1091	31023
1092	31024
1093	31025
1094	31026
1095	31027
1096	31028
1097	31029
1098	31030
1099	31031
1100	31032
1101	31033
1102	31034
1103	31035
1104	31036
1105	31037
1106	31038
1107	31501
1108	31502
1109	31503
1110	31504
1111	31505
1112	31506
1113	31507
1114	31508
1115	31509
1116	31510
1117	31511
1118	31512
1119	31513
1120	31514
1121	31515
1122	31516
1123	31517
1124	31518
1125	31519
1126	31520
1127	31521
1128	31522
1129	31523
1130	31524
1131	31525
1132	31526
1133	31527
1134	31528
1135	31529
1136	31530
1137	31531
1138	31532
1139	31533
1140	31534
1141	31535
1142	31536
1143	31537
1144	31538
1145	31539
1146	31540
1147	31541
1148	31542
1149	31543
1150	31544
1151	31545
1152	31546
1153	31547
1154	31548
1155	31549
1156	31550
1157	31551
1158	31552
1159	31651
1160	31652
1161	31653
1162	31654
1163	31655
1164	31656
1165	31657
