cDNA	gene
300	4978
301	4979
302	4980
303	4981
304	4982
305	4983
306	4984
307	4985
308	4986
309	4987
310	4988
311	4989
312	4990
313	4991
314	4992
315	4993
316	4994
317	4995
318	4996
319	4997
320	4998
321	4999
322	5000
323	5001
324	5002
325	5003
326	5004
327	5005
328	5006
329	5007
330	5008
331	5009
332	5010
333	5011
334	5012
335	5013
336	5014
337	5015
338	5016
339	5017
340	5018
341	5019
342	5020
343	5021
344	5022
345	5023
346	5024
347	5025
348	5026
349	5027
350	5028
351	5029
352	5030
353	5031
354	5032
355	5033
356	5034
357	5035
358	5036
359	5037
360	5038
361	5039
362	5040
363	5041
364	5042
365	5043
366	5044
367	5045
368	5046
369	5047
370	5048
371	6581
372	6582
373	6583
374	6584
375	6585
376	6586
377	6587
378	6588
379	6589
380	6590
381	6591
382	6592
383	6593
384	6594
385	6595
386	6596
387	6597
388	6598
389	6599
390	6600
391	6601
392	6602
393	6603
394	6604
395	6605
396	6606
397	6607
398	6608
399	6609
400	6610
401	6611
402	6612
403	6613
404	6614
405	6615
406	6616
407	6617
408	6618
409	6619
410	6620
411	6621
412	6622
413	6623
414	6624
415	6625
416	6626
417	6627
418	6628
419	6629
420	6630
421	6631
422	6632
423	6633
424	6634
425	6635
426	6636
427	6637
428	6638
429	6639
430	6640
431	6641
432	6642
433	6643
434	6644
435	6645
436	6646
437	6647
438	6648
439	6649
440	6650
441	6651
442	6652
443	6653
444	6654
445	6655
446	6656
447	6657
448	6658
449	6659
450	6660
451	6661
452	6662
453	6663
454	6664
455	6665
456	6666
457	6667
458	6668
459	6669
460	6670
461	6671
462	6672
463	6673
464	6674
465	6675
466	6676
467	6677
468	6678
469	6679
470	6680
471	6681
472	6682
473	6683
474	6684
475	6685
476	6686
477	6687
478	6688
479	6689
480	6690
481	6691
482	6692
483	6693
484	6694
485	6695
486	6696
487	6697
488	6698
489	6699
490	6700
491	6701
492	6702
493	6703
494	6704
495	6705
496	6706
497	6707
498	6708
499	6709
500	6710
501	6711
502	6712
503	6713
504	6714
505	6715
506	6716
507	6717
508	6718
509	6719
510	6720
511	6721
512	6722
513	6723
514	6724
515	6725
516	6726
517	6727
518	6728
519	6729
520	6730
521	6731
522	6732
523	6733
524	6734
525	6735
526	6736
527	6737
528	6738
529	6739
530	6740
531	6741
532	6742
533	6743
534	6744
535	6745
536	6746
537	6747
538	6748
539	6749
540	6750
541	6751
542	6752
543	6753
544	6754
545	6755
546	6756
547	6757
548	6758
549	6759
550	6760
551	6761
552	6762
553	6763
554	6764
555	6765
556	6766
557	6767
558	6768
559	6769
560	6770
561	6771
562	6772
563	6773
564	6774
565	6775
566	6776
567	6777
568	6778
569	6779
570	6780
571	6781
572	6782
573	6783
574	6784
575	6785
576	6786
577	6787
578	6788
579	6789
580	6790
581	6791
582	6792
583	6793
584	6794
585	6795
586	6796
587	6797
588	6798
589	6799
590	6800
591	6801
592	6802
593	6803
594	6804
595	6805
596	6806
597	6807
598	6808
599	6809
600	6810
601	6811
602	6812
603	6813
604	6814
605	6815
606	6816
607	6817
608	6818
609	6819
610	6820
611	6821
612	6822
613	6823
614	6824
615	6825
616	6826
617	6827
618	6828
619	6829
620	6830
621	6831
622	6832
623	6833
624	6834
625	6835
626	6836
627	6837
628	6838
629	6839
630	6840
631	6841
632	6842
633	6843
634	6844
635	6845
636	6846
637	6847
638	6848
639	6849
640	6850
641	6851
642	6852
643	6853
644	6854
645	6855
646	6856
647	6857
648	6858
649	6859
650	6860
651	6861
652	6862
653	6863
654	6864
655	6865
656	6866
657	6867
658	6868
659	6869
660	6870
661	6871
662	6872
663	6873
664	6874
665	10028
666	10029
667	10030
668	10031
669	10032
670	10033
671	10034
672	10035
673	10036
674	10037
675	10038
676	10039
677	10040
678	10041
679	10042
680	10043
681	10044
682	10045
683	10046
684	10047
685	10048
686	10049
687	10050
688	10051
689	10052
690	10053
691	10054
692	10055
693	10056
694	10057
695	10058
696	10059
697	10060
698	10061
699	10062
700	10063
701	10064
702	10065
703	10066
704	10067
705	10068
706	10069
707	10070
708	10071
709	10072
710	10073
711	10074
712	10075
713	10076
714	10077
715	10078
716	14338
717	14339
718	14340
719	14341
720	14342
721	14343
722	14344
723	14345
724	14346
725	14347
726	14348
727	14349
728	14350
729	14351
730	14352
731	14353
732	14354
733	14355
734	14356
735	14357
736	14358
737	14359
738	14360
739	14361
740	14362
741	14363
742	14364
743	14365
744	14366
745	14367
746	14368
747	14369
748	14370
749	14371
750	14372
751	14373
752	14374
753	14375
754	14376
755	14377
756	14378
757	14379
758	14380
759	14381
760	14382
761	14383
762	14384
763	14385
764	14386
765	14387
766	14388
767	14389
768	14390
769	14391
770	14392
771	14393
772	14394
773	14395
774	14396
775	14397
776	14398
777	14399
778	14400
779	14401
780	14402
781	14403
782	14404
783	14405
784	14406
785	14407
786	14408
787	14409
788	14410
789	14411
790	14412
791	14413
792	14414
793	14415
794	14416
795	14417
796	14418
797	14419
798	14420
799	14421
800	14422
801	14423
802	14424
803	14425
804	14426
805	14427
806	14428
807	14429
808	14430
809	14431
810	14432
811	14433
812	14434
813	14435
814	14436
815	14437
816	14438
817	14439
818	14902
819	14903
820	14904
821	14905
822	14906
823	14907
824	14908
825	14909
826	14910
827	14911
828	14912
829	14913
830	14914
831	14915
832	14916
833	14917
834	14918
835	14919
836	14920
837	14921
838	14922
839	14923
840	14924
841	14925
842	14926
843	14927
844	14928
845	14929
846	14930
847	14931
848	14932
849	14933
850	14934
851	14935
852	14936
853	14937
854	14938
855	14939
856	14940
857	14941
858	14942
859	14943
860	14944
861	14945
862	14946
863	14947
864	14948
865	14949
866	14950
867	14951
868	14952
869	14953
870	14954
871	15053
872	15054
873	15055
874	15056
875	15057
876	15058
877	15059
878	15060
879	15061
880	15062
881	15063
882	15064
883	15065
884	15066
885	15067
886	15068
887	15069
888	15070
889	15071
890	15072
891	15073
892	15074
893	15075
894	15076
895	15077
896	15078
897	15079
898	15080
899	15081
900	15082
901	15083
902	15084
903	15085
904	15086
905	15087
906	15088
907	15089
908	15090
909	15091
910	15092
911	15093
912	15094
913	15095
914	15096
915	15097
916	15098
917	15099
918	15100
919	15101
920	15102
921	15103
922	15104
923	15105
924	15106
925	15107
926	15108
927	15109
928	15110
929	15111
930	15112
931	15113
932	15114
933	15115
934	15116
935	15117
936	15118
937	15119
938	15120
939	15121
940	15122
941	15123
942	15124
943	15125
944	15126
945	15127
946	15128
947	15129
948	15130
949	15131
950	15132
951	15133
952	15134
953	15135
954	15136
955	15137
956	15138
957	15139
958	15140
959	15141
960	15142
961	15143
962	15144
963	15145
964	15146
965	15147
966	15148
967	15149
968	15150
969	15151
970	15152
971	15153
972	15154
973	15155
974	15156
975	15157
976	15158
977	15159
978	15160
979	15161
980	15162
981	15163
982	15164
983	15165
984	15166
985	15167
986	15168
987	15169
988	15170
989	15171
990	15172
991	15173
992	15174
993	15175
994	15176
995	15177
996	15178
997	15179
998	15180
999	15181
1000	15182
1001	15183
1002	15184
1003	15185
1004	15186
1005	15187
1006	15188
1007	15189
1008	15190
1009	15191
1010	15192
1011	15193
1012	15194
1013	15195
1014	15196
1015	15197
1016	15198
1017	15199
1018	15200
1019	15201
1020	15202
1021	15203
1022	15204
1023	15205
1024	15206
1025	15207
1026	15208
1027	15209
1028	15210
1029	15211
1030	15212
1031	15213
1032	15214
1033	15215
1034	15216
1035	15217
1036	15218
1037	15219
1038	15220
1039	15221
1040	15222
1041	15223
1042	15224
1043	15225
1044	15226
1045	15227
1046	15228
1047	15229
