cDNA	gene
592	6126
593	6127
594	6128
595	6129
596	6130
597	6131
598	6132
599	6133
600	6134
601	6135
602	6136
603	6137
604	6138
605	6139
606	6140
607	6141
608	6142
609	6143
610	6144
611	6145
612	6146
613	6147
614	6148
615	6149
616	6150
617	6151
618	6152
619	6153
620	6154
621	6155
622	6156
623	6157
624	6158
625	6159
626	6160
627	6161
628	6162
629	6163
630	6164
631	6165
632	6166
633	6167
634	6168
635	6169
636	6170
637	6171
638	6172
639	6173
640	6174
641	6175
642	6176
643	6177
644	6178
645	6179
646	6180
647	6181
648	6182
649	6183
650	6184
651	6185
652	6186
653	6187
654	6188
655	6189
656	6190
657	6191
658	6192
659	6193
660	6194
661	6195
662	6196
663	6197
664	6198
665	9352
666	9353
667	9354
668	9355
669	9356
670	9357
671	9358
672	9359
673	9360
674	9361
675	9362
676	9363
677	9364
678	9365
679	9366
680	9367
681	9368
682	9369
683	9370
684	9371
685	9372
686	9373
687	9374
688	9375
689	9376
690	9377
691	9378
692	9379
693	9380
694	9381
695	9382
696	9383
697	9384
698	9385
699	9386
700	9387
701	9388
702	9389
703	9390
704	9391
705	9392
706	9393
707	9394
708	9395
709	9396
710	9397
711	9398
712	9399
713	9400
714	9401
715	9402
716	13667
717	13668
718	13669
719	13670
720	13671
721	13672
722	13673
723	13674
724	13675
725	13676
726	13677
727	13678
728	13679
729	13680
730	13681
731	13682
732	13683
733	13684
734	13685
735	13686
736	13687
737	13688
738	13689
739	13690
740	13691
741	13692
742	13693
743	13694
744	13695
745	13696
746	13697
747	13698
748	13699
749	13700
750	13701
751	13702
752	13703
753	13704
754	13705
755	13706
756	13707
757	13708
758	13709
759	13710
760	13711
761	13712
762	13713
763	13714
764	13715
765	13716
766	13717
767	13718
768	13719
769	13720
770	13721
771	13722
772	13723
773	13724
774	13725
775	13726
776	13727
777	13728
778	13729
779	13730
780	13731
781	13732
782	13733
783	13734
784	13735
785	13736
786	13737
787	13738
788	13739
789	13740
790	13741
791	13742
792	13743
793	13744
794	13745
795	13746
796	13747
797	13748
798	13749
799	13750
800	13751
801	13752
802	13753
803	13754
804	13755
805	13756
806	13757
807	13758
808	13759
809	13760
810	13761
811	13762
812	13763
813	13764
814	13765
815	13766
816	13767
817	13768
818	13769
819	13770
820	13771
821	14234
822	14235
823	14236
824	14237
825	14238
826	14239
827	14240
828	14241
829	14242
830	14243
831	14244
832	14245
833	14246
834	14247
835	14248
836	14249
837	14250
838	14251
839	14252
840	14253
841	14254
842	14255
843	14256
844	14257
845	14258
846	14259
847	14260
848	14261
849	14262
850	14263
851	14264
852	14265
853	14266
854	14267
855	14268
856	14269
857	14270
858	14271
859	14272
860	14273
861	14274
862	14275
863	14276
864	14277
865	14278
866	14279
867	14280
868	14281
869	14282
870	14283
871	14284
872	14285
873	14286
874	14385
875	14386
876	14387
877	14388
878	14389
879	14390
880	14391
881	14392
882	14393
883	14394
884	14395
885	14396
886	14397
887	14398
888	14399
889	14400
890	14401
891	14402
892	14403
893	14404
894	14405
895	14406
896	14407
897	14408
898	14409
899	14410
900	14411
901	14412
902	14413
903	14414
904	14415
905	14416
906	14417
907	14418
908	14419
909	14420
910	14421
911	14422
912	14423
913	14424
914	14425
915	14426
