cDNA	gene
407	6404
408	6405
409	6406
410	6407
411	6408
412	6409
413	6410
414	6411
415	6412
416	6413
417	6414
418	6415
419	6416
420	6417
421	6418
422	6419
423	6420
424	6421
425	6422
426	6423
427	6424
428	6425
429	6426
430	6427
431	6428
432	6429
433	6430
434	6431
435	6432
436	6433
437	6434
438	6435
439	6436
440	6437
441	6438
442	6439
443	6440
444	6441
445	6442
446	6443
447	6444
448	6445
449	6446
450	6447
451	6448
452	6449
453	6450
454	6451
455	6452
456	6453
457	6454
458	6455
459	6456
460	6457
461	6458
462	6459
463	6460
464	6461
465	6462
466	6463
467	6464
468	6465
469	6466
470	6467
471	6468
472	6469
473	6470
474	6471
475	6472
476	6473
477	6474
478	6475
479	6476
480	6477
481	6478
482	6479
483	6480
484	6481
485	6482
486	6483
487	6484
488	6485
489	6486
490	6487
491	6488
492	6489
493	6490
494	6491
495	6492
496	6493
497	6494
498	6495
499	6496
500	6497
501	6498
502	6499
503	6500
504	6501
505	6502
506	6503
507	6504
508	6505
509	6506
510	6507
511	6508
512	6509
513	6510
514	6511
515	6512
516	6513
517	6514
518	6515
519	6516
520	6517
521	6518
522	6519
523	6520
524	6521
525	6522
526	6523
527	6524
528	6525
529	6526
530	6527
531	6528
532	6529
533	6530
534	6531
535	6532
536	6533
537	6534
538	6535
539	6536
540	6537
541	6538
542	6539
543	6540
544	6541
545	6542
546	6543
547	6544
548	6545
549	6546
550	6547
551	6548
552	6549
553	6550
554	6551
555	6552
556	6553
557	6554
558	6555
559	6556
560	6557
561	6558
562	6559
563	6560
564	6561
565	6562
566	6563
567	6564
568	6565
569	6566
570	6567
571	6568
572	6569
573	6570
574	6571
575	6572
576	6573
577	6574
578	6575
579	6576
580	6577
581	6578
582	6579
583	6580
584	6581
585	6582
586	6583
587	6584
588	6585
589	6586
590	6587
591	6588
592	6589
593	6590
594	6591
595	6592
596	6593
597	6594
598	6595
599	6596
600	6597
601	6598
602	6599
603	6600
604	6601
605	6602
606	6603
607	6604
608	6605
609	6606
610	6607
611	6608
612	6609
613	6610
614	6611
615	6612
616	6613
617	6614
618	6615
619	6616
620	6617
621	6618
622	6619
623	6620
624	6621
625	6622
626	6623
627	6624
628	6625
629	6626
630	6627
631	6628
632	6629
633	6630
634	6631
635	6632
636	6633
637	6634
638	6635
639	6636
640	6637
641	6638
642	6639
643	6640
644	6641
645	6642
646	6643
647	6644
648	6645
649	6646
650	6647
651	6648
652	6649
653	6650
654	6651
655	6652
656	6653
657	6654
658	6655
659	6656
660	6657
661	6658
662	6659
663	6660
664	6661
665	9931
666	9932
667	9933
668	9934
669	9935
670	9936
671	9937
672	9938
673	9939
674	9940
675	9941
676	9942
677	9943
678	9944
679	9945
680	9946
681	9947
682	9948
683	9949
684	9950
685	9951
686	9952
687	9953
688	9954
689	9955
690	9956
691	9957
692	9958
693	9959
694	9960
695	9961
696	9962
697	9963
698	9964
699	9965
700	9966
701	9967
702	9968
703	9969
704	9970
705	9971
706	9972
707	9973
708	9974
709	9975
710	9976
711	9977
712	9978
713	9979
714	9980
715	9981
716	14247
717	14248
718	14249
719	14250
720	14251
721	14252
722	14253
723	14254
724	14255
725	14256
726	14257
727	14258
728	14259
729	14260
730	14261
731	14262
732	14263
733	14264
734	14265
735	14266
736	14267
737	14268
738	14269
739	14270
740	14271
741	14272
742	14273
743	14274
744	14275
745	14276
746	14277
747	14278
748	14279
749	14280
750	14281
751	14282
752	14283
753	14284
754	14285
755	14286
756	14287
757	14288
758	14289
759	14290
760	14291
761	14292
762	14293
763	14294
764	14295
765	14296
766	14297
767	14298
768	14299
769	14300
770	14301
771	14302
772	14303
773	14304
774	14305
775	14306
776	14307
777	14308
778	14309
779	14310
780	14311
781	14312
782	14313
783	14314
784	14315
785	14316
786	14317
787	14318
788	14319
789	14320
790	14321
791	14322
792	14323
793	14324
794	14325
795	14326
796	14327
797	14328
798	14329
799	14330
800	14331
801	14332
802	14333
803	14334
804	14335
805	14336
806	14337
807	14338
808	14339
809	14340
810	14341
811	14342
812	14343
813	14344
814	14345
815	14346
816	14347
817	14348
818	14811
819	14812
820	14813
821	14814
822	14815
823	14816
824	14817
825	14818
826	14819
827	14820
828	14821
829	14822
830	14823
831	14824
832	14825
833	14826
834	14827
835	14828
836	14829
837	14830
838	14831
839	14832
840	14833
841	14834
842	14835
843	14836
844	14837
845	14838
846	14839
847	14840
848	14841
849	14842
850	14843
851	14844
852	14845
853	14846
854	14847
855	14848
856	14849
857	14850
858	14851
859	14852
860	14853
861	14854
862	14855
863	14856
864	14857
865	14858
866	14859
867	14860
868	14861
869	14862
870	14863
871	14962
872	14963
873	14964
874	14965
875	14966
876	14967
877	14968
878	14969
879	14970
880	14971
881	14972
882	14973
883	14974
884	14975
885	14976
886	14977
887	14978
888	14979
889	14980
890	14981
891	14982
892	14983
893	14984
894	14985
895	14986
896	14987
897	14988
898	14989
899	14990
900	14991
901	14992
902	14993
903	14994
904	14995
905	14996
906	14997
907	14998
908	14999
909	15000
910	15001
911	15002
912	15003
913	15004
914	15005
915	15006
916	15007
917	15008
918	15009
919	15010
920	15011
921	15012
922	15013
923	15014
924	15015
925	15016
926	15017
927	15018
928	15019
929	15020
930	15021
931	15022
932	15023
933	15024
934	15025
935	15026
936	15027
937	15028
938	15029
939	15030
940	15031
941	15032
942	15033
943	15034
944	15035
945	15036
946	15037
947	15038
948	15039
949	15040
950	15041
951	15042
952	15043
953	15044
954	15045
955	15046
956	15047
957	15048
958	15049
959	15050
960	15051
961	15052
962	15053
963	15054
964	15055
965	15056
966	15057
967	15058
968	15059
969	15060
970	15061
971	15062
972	15063
973	15064
974	15065
975	15066
976	15067
977	15068
978	15069
979	15070
980	15071
981	15072
982	15073
983	15074
984	15075
985	15076
986	15077
987	15078
988	15079
989	15080
990	15081
991	15082
992	15083
993	15084
994	15085
995	15086
996	15087
997	15088
998	15089
999	15090
1000	15091
1001	15092
1002	15093
1003	15094
1004	15095
1005	15096
1006	15097
1007	15098
1008	15099
1009	15100
1010	15101
1011	15102
1012	15103
1013	15104
1014	15105
1015	15106
1016	15107
1017	15108
1018	15109
1019	15110
1020	15111
1021	15112
1022	15113
1023	15114
1024	15115
1025	15116
1026	15117
1027	15118
1028	15119
1029	15120
1030	15121
1031	15122
1032	15123
1033	15124
1034	15125
1035	15126
1036	15127
1037	15128
1038	15129
1039	15130
1040	15131
1041	15132
1042	15133
1043	15134
1044	15135
1045	15136
1046	15137
1047	15138
1048  15139
1049  15140
1050  15141
