cDNA	gene
803	14928
804	14929
805	14930
806	14931
807	14932
808	14933
809	14934
810	14935
811	14936
812	14937
813	14938
814	14939
815	14940
816	14941
817	14942
818	14943
819	14944
820	14945
821	15408
822	15409
823	15410
824	15411
825	15412
826	15413
827	15414
828	15415
829	15416
830	15417
831	15418
832	15419
833	15420
834	15421
835	15422
836	15423
837	15424
838	15425
839	15426
840	15427
841	15428
842	15429
843	15430
844	15431
845	15432
846	15433
847	15434
848	15435
849	15436
850	15437
851	15438
852	15439
853	15440
854	15441
855	15442
856	15443
857	15444
858	15445
859	15446
860	15447
861	15448
862	15449
863	15450
864	15451
865	15452
866	15453
867	15454
868	15455
869	15456
870	15457
871	15458
872	15459
873	15460
874	15559
875	15560
876	15561
877	15562
878	15563
879	15564
880	15565
881	15566
882	15567
883	15568
884	15569
885	15570
886	15571
887	15572
888	15573
889	15574
890	15575
891	15576
892	15577
893	15578
894	15579
895	15580
896	15581
897	15582
898	15583
899	15584
900	15585
901	15586
902	15587
903	15588
904	15589
905	15590
906	15591
907	15592
908	15593
909	15594
910	15595
911	15596
912	15597
913	15598
914	15599
915	15600
